Column 1,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,content_re,Positive Sentiment Sum,Negative Sentiment Sum,Positive Sentiment Mean,Negative Sentiment Mean,Overall Sentiment
3768,806052e3-b973-4cd7-8baa-560b3e7ebf30,Evelyn Gaona,https://play-lh.googleusercontent.com/a/AItbvmlkn7dtLiGZZvJ0EOP_sNKRkFj9dl07dT7HpuDu=mo,Love it BUT THEY SHOULD ADD TWILIGHT AGAIN ! PLEASE NETFLIX PLEASEEE I LOVE IT XINCE I WAS IN 8TH GRADE PLEASEEEEE,5,0,8.35.0 build 19 50257,9/2/22 23:37,,,love it but they should add twilight again please netflix pleaseee i love it xince i was in 8th grade pleaseeeee,70,0,70,0,70
3769,7f4583b5-27a8-4a97-bb9a-2eb1de6d78ee,Devi Devi,https://play-lh.googleusercontent.com/a-/AFdZucomfd4t1c6QIVaW8U7GF9DKPozR8vBZYRXEzjhS,GOOD,5,0,8.21.1 build 12 40185,9/2/22 23:36,,,good,60,0,60,0,60
3770,e9150d45-5870-4987-968c-a21f916c7027,Belinda Bisanti,https://play-lh.googleusercontent.com/a/AItbvmngGydfQ_xx0Agiwr38MhvlK2UzZLz04YXCucnS=mo,Gud,5,0,8.26.0 build 11 40221,9/2/22 23:35,,,gud,0,0,0,0,0
3771,68a3c583-a12a-4991-bf97-5069efebeb47,jhen jhen apostol,https://play-lh.googleusercontent.com/a/AItbvmn8PM4-FpexMQUjuIHaX5W5DgCG71jf6pLI92OO=mo,Good,5,0,8.26.0 build 11 40221,9/2/22 23:34,,,good,60,0,60,0,60
3772,7fa41576-1f8e-40bb-9210-7b0516e0ba68,n. rim,https://play-lh.googleusercontent.com/a-/AFdZucrTb-8CFOe4UB7kWS-A02Eei1WDWMk9TOamCWHBIw,Pls help linked to my gcash i cant open my netflix i want to subcribes again pls help me it always say pls try again later im so sad,1,0,8.37.0 build 13 50262,9/2/22 23:32,,,pls help linked to my gcash i cant open my netflix i want to subcribes again pls help me it always say pls try again later im so sad,0,-56,0,-56,-56
3773,d2a18d3f-511a-415d-99f4-10dc6de2da8c,iRed • Apex Legends Mobile,https://play-lh.googleusercontent.com/a-/AFdZucr77ElF1XgEL3-jT_V4LKDSYYbn0zUNXjoE7ToJKw,Ban umbrella academy,1,0,,9/2/22 23:29,,,ban umbrella academy,0,0,0,0,0
3774,6efddfe7-d44a-4634-bc47-471c96d3c05a,Marky Makir,https://play-lh.googleusercontent.com/a/AItbvmmzhyDpNE9L7vle8p4DBBzN-ubfMplmIQDKP7-j=mo,Great,4,0,,9/2/22 23:23,,,great,80,0,80,0,80
3775,ed4813c1-3d96-41b8-b9bc-fd8421829daf,Danzel Panguito,https://play-lh.googleusercontent.com/a-/AFdZucpOUIwsOQH9wmqVovEgEEmCIO-3kxxVjmTwaGT_gw,Most of the subtitles aren't visible enough on the screen,3,0,8.37.0 build 13 50262,9/2/22 23:19,,,most of the subtitles aren't visible enough on the screen,0,0,0,0,0
3776,cfda7a42-07c1-4a24-ba69-35b0cb9b9b26,P Cas,https://play-lh.googleusercontent.com/a/AItbvmlcT9B1S7CbSMgkmJQkWWpC_mgKXulJ7Cr2Y2uc=mo,My streaming is constantly interrupted. The app seems to crash and redirects me to the home page. Very annoying. Using a Android mobile device,2,0,8.37.0 build 13 50262,9/2/22 23:16,,,my streaming is constantly interrupted the app seems to crash and redirects me to the home page very annoying using a android mobile device,0,0,0,0,0
3777,87e44363-f79f-4cba-8248-7e177abac64c,Anwar Hussain,https://play-lh.googleusercontent.com/a/AItbvmkJoFIaAZW9RPR3DE_B5RfhLusQZXi67kVylPze=mo,.vارد OOOOOOOOOOOOOOOO o44o,2,0,,9/2/22 23:15,,,v oooooooooooooooo o44o,0,0,0,0,0
3778,0a1cfed5-7e61-4da9-a015-a3cfc2d20861,Anne Wambui,https://play-lh.googleusercontent.com/a-/AFdZucrwFypeZPfjaf8l3R6r7RImCM5ccAyHb_KHklnj,Coool,5,0,8.37.0 build 13 50262,9/2/22 23:11,,,coool,0,0,0,0,0
3779,542e67a5-f9e2-4d4f-9bb2-b9853394f6e2,Oklahoma,https://play-lh.googleusercontent.com/a-/AFdZuco2f3Ulr3CfCmDd_bCpV3AHlSp-2rw52yLtrQyM,New recommended show isn't good,1,0,,9/2/22 23:08,,,new recommended show isn't good,0,-60,0,-60,-60
3780,dec815bf-dd95-4dc4-8a2a-d6b40093094c,محمد احمدی آذر,https://play-lh.googleusercontent.com/a/AItbvmlA-qjooTlVRoisx9nMrzUyBFTnCdJHruKui64q=mo,"The program is very good, thanks to its creator 🙏❤️",5,0,,9/2/22 23:05,,,the program is very good thanks to its creator,96,0,96,0,96
3781,b26574c9-242a-469e-9000-eb5217192aea,Ruth Berhane,https://play-lh.googleusercontent.com/a/AItbvmlMpmM366xJcAq9XoYeLop1G_eHvzzZaTVXfn-x=mo,I Love Netflix because all my favourite movie are there,4,0,,9/2/22 22:54,,,i love netflix because all my favourite movie are there,70,0,70,0,70
3782,44f5c3c8-aefe-45ae-b3f9-dcf24e1a21f0,Erica Rose Hao,https://play-lh.googleusercontent.com/a/AItbvmmbpOEKo0QzFnjckRhT3CxxmscqbVWzO48InpvZ=mo,What happened to your subtitles? It looks terrible!,3,0,8.37.0 build 13 50262,9/2/22 22:51,,,what happened to your subtitles it looks terrible,0,-90,0,-90,-90
3783,c5715619-afe2-4c44-b1ee-9cedd95a5790,Jennie Kim,https://play-lh.googleusercontent.com/a-/AFdZucrOoFxyfSpJf1hvxWqKVPSD8Mx4UFmFfiXlYK2p,Bad!,1,0,8.37.0 build 13 50262,9/2/22 22:46,,,bad,0,-60,0,-60,-60
3784,0519ea72-e9dd-4dd3-b846-10b71f245649,Nene Brown,https://play-lh.googleusercontent.com/a/AItbvmkdeeGDbEf2FFegEz4pHgab8zlXpM0U0uZhHY2T=mo,piggy_wolf_mine_mine_mine.m4a,4,0,8.37.0 build 13 50262,9/2/22 22:43,,,piggy wolf mine mine mine m4a,0,0,0,0,0
3785,e6b3f569-d000-48af-ab5d-9981996ee721,Ibrahim Oluwaseun,https://play-lh.googleusercontent.com/a-/AFdZucoS8NEXiVZ73kJR35Wt5Y-vOpndmHuz0Izqi-Kfaw,It's awesome,5,0,,9/2/22 22:38,,,it's awesome,90,0,90,0,90
3786,da623f66-d413-4930-bce3-c32fc6874e73,Urnormalnutshellanimator,https://play-lh.googleusercontent.com/a-/AFdZucouZOKTtfcnu9HeQhpVwURfgwRYvnJE_iFy8haL4A,MAMPOS LOH ANJG,1,0,8.30.0 build 5 40236,9/2/22 22:35,,,mampos loh anjg,0,0,0,0,0
3787,fe0dc062-854b-48d5-b9f8-21b9fe46fd5c,Bob Grant,https://play-lh.googleusercontent.com/a-/AFdZucoFOc3ylyOzL0RI4sGRoxwpZuDkgINiuhB6PwNm,Great,5,0,8.27.0 build 5 40228,9/2/22 22:34,,,great,80,0,80,0,80
3788,79181b45-9d4c-4f0b-8e6c-fc3301e33765,arts arshad khan,https://play-lh.googleusercontent.com/a-/AFdZucqH8S35AHSeCYXpwLRV2hQTr7QwL0aZBOKdVLLc,This is a nice app,5,0,,9/2/22 22:29,,,this is a nice app,25,0,25,0,25
3789,bb9b0b62-6f32-410c-b9ed-50be6dd0bd30,Madison Sauve,https://play-lh.googleusercontent.com/a-/AFdZucot2WQogNtbdMTrLVchr9e6A0FAtSDyQMACpTry9w,Nil,1,0,8.31.1 build 14 50243,9/2/22 22:26,,,nil,0,0,0,0,0
3790,550b307d-0f65-4349-9b8c-0afdf8d9050a,Sammy Githinji,https://play-lh.googleusercontent.com/a-/AFdZucp9Whwj0S_o6w0dIO9VEENMs10Olmft9oXxYBDocQ,The best,5,0,8.37.0 build 13 50262,9/2/22 22:05,,,the best,90,0,90,0,90
3791,ad7ae7ee-5a84-43dd-a1da-a2dc377c041d,Samina Shazaib,https://play-lh.googleusercontent.com/a/AItbvmmSV2NGVhjEVKmHAjXC8xBoXNzFXX83gHzNJ4XX=mo,Greatest App,5,0,,9/2/22 22:04,,,greatest app,90,0,90,0,90
3792,6935767e-a2db-46a7-a6f7-cf08e2665dde,Michael conley,https://play-lh.googleusercontent.com/a-/AFdZucrtr2YZ4UFI16uUWCg_XXd7RCPMnncIz2HKFi8R,It's great watching my favorite movies,5,0,8.34.0 build 4 50250,9/2/22 21:59,,,it's great watching my favorite movies,80,0,80,0,80
3793,7e62796b-72c1-44e7-8902-fe11494abe18,Ramiz.Raja 7269,https://play-lh.googleusercontent.com/a-/AFdZucrJ7pO_lZ_yoA6aTyK0PAP1sKhuEXifqnidPPAoww,Good,5,0,8.37.0 build 13 50262,9/2/22 21:53,,,good,60,0,60,0,60
3794,0e393f84-8478-4975-b691-c535bdc7007b,Raghav Ji,https://play-lh.googleusercontent.com/a/AItbvmluJrYSx_3DJWAk2PlPgf8xTo4lY3RC3_kmcduQ=mo,Better,5,0,,9/2/22 21:44,,,better,60,0,60,0,60
3795,ae74b6f5-b9ab-4ded-a3c6-a00b4e488b34,THATO Maeta,https://play-lh.googleusercontent.com/a/AItbvmnd0ogIvd92SlfvYmIPcurfQ2eZSzV4ufiXvduo=mo,❤,5,0,8.31.1 build 14 50243,9/2/22 21:29,,,,0,0,0,0,0
3796,525b46d4-47dd-450b-bd99-59c1eea57740,The Real Gamers,https://play-lh.googleusercontent.com/a/AItbvmmkfu5kZevdwAxak-mqifLtzLjbN7y-_9JBp-c5=mo,Show buffers continuesly after every minute,1,1,8.39.0 build 9 50265,9/2/22 21:10,,,show buffers continuesly after every minute,0,0,0,0,0
3797,b831e40d-fe5d-4327-b7dd-c98915267b54,Z Zzz,https://play-lh.googleusercontent.com/a/AItbvmnbpPgoIz-yIUysK9nfY2eRPElr_EQmYdaB6dgK=mo,Can you fix the black screen when watching the movies ? Its happened more frequently now . Fix it fast . Its not enjoyable anymore .,4,0,8.37.0 build 13 50262,9/2/22 20:49,,,can you fix the black screen when watching the movies its happened more frequently now fix it fast its not enjoyable anymore,0,-50,0,-50,-50
3798,7f8c7125-0d4c-468a-bfd0-fb5f2fb2aa9b,Gopu Sahu,https://play-lh.googleusercontent.com/a-/AFdZucq2g-HvGO1UEw8l4yb52jHkRXdz1oMA9cxzkyVZ,Good,5,0,,9/2/22 20:46,,,good,60,0,60,0,60
3799,3857f2f8-72b4-4078-9238-a3b60a0a7bbc,Joan Gray,https://play-lh.googleusercontent.com/a/AItbvmlIZiQDvGL0WsuhwP1ortgOioTuMW48xXtFT2d3=mo,Wish there was more dubed Chinese Kung fu movies,4,1,8.37.0 build 13 50262,9/2/22 20:43,,,wish there was more dubed chinese kung fu movies,0,0,0,0,0
3800,63f4b1bf-f0fa-4f17-80a1-1a9fb9e25a4f,Phyo Paingwin,https://play-lh.googleusercontent.com/a/AItbvmnh9i4ToFrLumgtODfPV0z494JC9QBAFs5sHC2k=mo,ကကကက,5,0,8.30.0 build 5 40236,9/2/22 20:41,,,,0,0,0,0,0
3801,2c8999ef-823e-452c-b39b-45d7b51137cc,Joe Bamma,https://play-lh.googleusercontent.com/a/AItbvmllH_edCQOiDZ2knHYIcxbpNPJVrPTE1PfjLl7m=mo,I like you can watch any movies. When you dont have internet you can just download the videos. I like the comedies and funny families you need more movies like that.,5,0,,9/2/22 20:32,,,i like you can watch any movies when you dont have internet you can just download the videos i like the comedies and funny families you need more movies like that,0,0,0,0,0
3802,bb31a46b-734c-4f03-81fb-d901b5ede4de,Rakesh Krishnan,https://play-lh.googleusercontent.com/a-/AFdZucrpR1vFGQQ17ze7GY5y5oum4GU24zAr75UGyG6Sww,"I don't know what happened on Netflix as a product, it really sucks these days and crashes .doesn't store where you stop where you stopped and there's the audio sometimes doesn't work really bad man I don't know..... Techies , product managers in Netflix please start working now",2,0,8.37.0 build 13 50262,9/2/22 20:14,,,i don't know what happened on netflix as a product it really sucks these days and crashes doesn't store where you stop where you stopped and there's the audio sometimes doesn't work really bad man i don't know techies product managers in netflix please start working now,114,0,57,0,57
3803,c6f07d04-e177-498d-a0f3-c1b6c931bb78,Kevin Andhiya,https://play-lh.googleusercontent.com/a/AItbvmmmShBwNVu0WOds1rEX1GTGIu_1F_niVezWDMGonw=mo,I will change my review for the better if you fix the subtitle color. because of the pure white color it is not contrast enough to be seen clearly. Atleast give us subtitle setting on the app. I tried changing it via browser but nothing changes.,1,1,8.37.0 build 13 50262,9/2/22 20:09,,,i will change my review for the better if you fix the subtitle color because of the pure white color it is not contrast enough to be seen clearly atleast give us subtitle setting on the app i tried changing it via browser but nothing changes,60,0,60,0,60
3804,0ae2335b-d804-48fc-bfcf-a7f344052606,Fredimar Hebreo,https://play-lh.googleusercontent.com/a/AItbvmkmheMS1NTu6RFUrOxqskafE1wxtt8jMIImkvMk=mo,"When I'm watching K-Dramas I can't read the subtitle when the background is bright, because the color of subtitle is white but I think when you change in black, same thing happens when the background is playing on dark scenes.. hoping you can solve this issue..",1,1,8.37.0 build 13 50262,9/2/22 20:07,,,when i'm watching k-dramas i can't read the subtitle when the background is bright because the color of subtitle is white but i think when you change in black same thing happens when the background is playing on dark scenes hoping you can solve this issue,0,0,0,0,0
3805,dd9926f7-723f-4cca-b4fd-df59183c0766,Rao Adan,https://play-lh.googleusercontent.com/a/AItbvmnL0xYaLPw4LzRMv6x2HTzKoiCOMPyOvSW7aIeB=mo,Fazol app,1,0,,9/2/22 19:58,,,fazol app,0,0,0,0,0
3806,868db102-3ff8-4cd2-bb6f-7fed1b8ff256,Rohan Khatiwada,https://play-lh.googleusercontent.com/a/AItbvmnQu1Aq1RU-3IVFpb6TCPrj1LmJE3Nh22BMwyac=mo,Very very goood,5,0,8.35.0 build 19 50257,9/2/22 19:56,,,very very goood,0,0,0,0,0
3807,2a5a42ff-6b63-465d-a8c1-4dcf3095d3dd,Manpreet Mehra,https://play-lh.googleusercontent.com/a/AItbvmmJM0TGUuCn8lofZa9r-XsYtXGQMk3405zuOsTc=mo,Dugu,4,0,,9/2/22 19:49,,,dugu,0,0,0,0,0
3808,3eb2d30d-e5d4-495b-b223-28e5b1c181b9,Radha Ahluwalia,https://play-lh.googleusercontent.com/a-/AFdZucqjIlzt_sQWE8kz8OI7wk3WaxbQ13G360Jifdij2A,"I would have given it 5 stars if netflix didn't change for the worse. Every time I use it, after an hour or so the screen blanks and I'm taken to my home screen. Doesn't matter whether it's on the laptop, phone or tab it always stops working. It keeps showing that the application needs to be restarted error code 501.-117 but no way to fix it. I am highly disappointed but other than this stuff it's a great way to watch movies and relax",2,95,8.37.0 build 13 50262,9/2/22 19:46,,,i would have given it 5 stars if netflix didn't change for the worse every time i use it after an hour or so the screen blanks and i'm taken to my home screen doesn't matter whether it's on the laptop phone or tab it always stops working it keeps showing that the application needs to be restarted error code 501 -117 but no way to fix it i am highly disappointed but other than this stuff it's a great way to watch movies and relax,0,0,0,0,0
3809,591e4300-b239-4c6d-adb8-a9df9cf975ae,Manil Sonare,https://play-lh.googleusercontent.com/a-/AFdZucqApZTQcC2NVcNov1qxLXUt5Odtyw4TYgoGAKJDQwA,Very bad,1,0,8.37.0 build 13 50262,9/2/22 19:33,,,very bad,0,-96,0,-96,-96
3810,cb74b0a0-fd24-4e2b-b9cd-d49a504a2d49,Musaib Wani,https://play-lh.googleusercontent.com/a/AItbvml9u7s8Z7BpzJeOfArPiieRNAYsGmEUgFZ7u0hP=mo,Good but costly,1,0,8.37.0 build 13 50262,9/2/22 19:29,,,good but costly,60,0,60,0,60
3811,54d7bc47-5252-4280-a508-cbbad561c041,CT 3,https://play-lh.googleusercontent.com/a-/AFdZucpEIhO4nljcB4_ANlzatgHafp3494H03ptx2Pte,I can't access my Netflix account because it won't accept my payment that why I rate it 1 star.,1,0,8.37.0 build 13 50262,9/2/22 19:24,,,i can't access my netflix account because it won't accept my payment that why i rate it 1 star,0,0,0,0,0
3812,e034c8c2-0a81-4736-8263-27c2a632f55a,Raymond Gillbanks,https://play-lh.googleusercontent.com/a/AItbvmmDCPXEcOYNJSy0RcXen0gQNInDV4D6yJCXAYu4=mo,Very good viewing platform I'm really in to the horror movies and there's some good ones just once i seen them all it takes ages for something new to come in wish it had more classics like the car 1977 and other stuff from 80s and 90s,4,1,8.37.0 build 13 50262,9/2/22 19:23,,,very good viewing platform i'm really in to the horror movies and there's some good ones just once i seen them all it takes ages for something new to come in wish it had more classics like the car 1977 and other stuff from 80s and 90s,156,0,78,0,78
3813,5f27818f-abba-4284-943d-2b634f6d6ac3,eunice auma,https://play-lh.googleusercontent.com/a/AItbvmlnsFU-YoB81eU6Kpn_fkvKEU9U7y4-Bi3KWt27=mo,So adorable,5,0,8.37.0 build 13 50262,9/2/22 19:22,,,so adorable,0,0,0,0,0
3814,0c91d16c-e43d-48a7-9486-35818634bec7,REKHA SINGHAL,https://play-lh.googleusercontent.com/a/AItbvmlhCQ1Vflapwi7wcqduF2ItLaxAYTowvRS8JPPS=mo,This app is ni,5,0,8.26.0 build 11 40221,9/2/22 19:21,,,this app is ni,0,0,0,0,0
3815,ab81a0f4-2c95-45af-85ce-585836280124,Wilnet Tucker,https://play-lh.googleusercontent.com/a/AItbvmldc7VS_LfrP8zyhPr_2uQZy0LB4pad_nGLQQsm=mo,Great on,5,0,8.37.0 build 13 50262,9/2/22 19:21,,,great on,80,0,80,0,80
3816,4555238b-62fa-4544-a59d-419050cad828,Nikhil Bugalia,https://play-lh.googleusercontent.com/a-/AFdZuconEibVq-6uRSj-GKwHE9U28Ld_9CnwBiA7OJ5tOes,"Why on earth did you do away with ""continue watching""? When will you bring it back or where to find it",1,1,8.35.0 build 19 50257,9/2/22 19:18,,,why on earth did you do away with continue watching when will you bring it back or where to find it,0,0,0,0,0
3817,2f849338-7a05-4050-a77d-35499081cb74,Arjit Sawhney,https://play-lh.googleusercontent.com/a-/AFdZucrg9eBh5xcILbN752pTvznCWn5gyz8IOJzbiVo83f0,"It's really difficult to read white colored subtitles when background is also white or light colored, it would be really helpful we could add a background in subtitles or even change its colour plus content quality is degrading day by day.",2,0,8.37.0 build 13 50262,9/2/22 19:09,,,it's really difficult to read white colored subtitles when background is also white or light colored it would be really helpful we could add a background in subtitles or even change its colour plus content quality is degrading day by day,0,0,0,0,0
3818,c4260a22-e1d4-4d5d-85c3-1d2679e9f321,Stephanie Ampomah,https://play-lh.googleusercontent.com/a/AItbvmktEcUiCTw5MncyONu_zuBzd5dWDFQeykEG6lv9=mo,The best,5,0,,9/2/22 19:04,,,the best,90,0,90,0,90
3819,af7d1b7a-81df-4d7e-8912-699085141e7b,Jonny Marks,https://play-lh.googleusercontent.com/a/AItbvmme7T7UEcdUZiLqUVxFpq9HU_9XF4PFL18qQE0U=mo,You guys have everything lol,5,0,8.35.0 build 19 50257,9/2/22 18:52,,,you guys have everything lol,0,0,0,0,0
3820,4a4eaa12-2457-49ae-9c06-0703aa20519a,Obakeng Mokgatlhe,https://play-lh.googleusercontent.com/a/AItbvmkMI_F4O7VkxFPgDeOOLm2vHRVtDF_nQaY4RtP0=mo,Best,5,0,,9/2/22 18:51,,,best,90,0,90,0,90
3821,2a5a4e9e-26f5-4013-9297-f7ab1240f689,Patricia,https://play-lh.googleusercontent.com/a/AItbvml6GYmBhrAx3gjG1TF-H4MqAgKI2dLkqt4DfcJS=mo,"I like the app a lot. I wish you would bring back the continue watching list. I have to search for the show I'm watching in the search, which is super annoying! I hope you fix this so it can be more user friendly!!! I will rate higher if this is fixed!",3,1,8.37.0 build 13 50262,9/2/22 18:50,,,i like the app a lot i wish you would bring back the continue watching list i have to search for the show i'm watching in the search which is super annoying i hope you fix this so it can be more user friendly i will rate higher if this is fixed,40,0,40,0,40
3822,3123e168-6f12-4cbf-8aa3-c211873453fe,Laney Love,https://play-lh.googleusercontent.com/a-/AFdZucoyjgXS3JXuIjO_2xdtVnaFAowoF1g9nDKpslS6nw,Best streaming service,5,0,8.37.0 build 13 50262,9/2/22 18:47,,,best streaming service,90,0,90,0,90
3823,5117c761-0bbc-43fd-9f3d-f9527fc4fae3,Sat narayan Sharma Attri,https://play-lh.googleusercontent.com/a-/AFdZucoJSFNgFGGW9P4tjcWm8Gy3Gg20gaDxzBd7pfFCPQ,It's have lot of fun stuff of all type we need.,5,0,8.33.0 build 13 50248,9/2/22 18:43,,,it's have lot of fun stuff of all type we need,0,0,0,0,0
3824,4c814f49-fabb-4295-922a-6db6cffe03e3,Chhaya Baji Patil,https://play-lh.googleusercontent.com/a-/AFdZucqHbcr-LdCXYctR8L05ofLKDZ5tJxJpKmGi16217A,Good app,4,0,8.33.0 build 13 50248,9/2/22 18:32,,,good app,60,0,60,0,60
3825,c4ca7ec9-1670-4660-9043-aa0ac9a3a8dc,Virgilio Pitchon jr (Vher),https://play-lh.googleusercontent.com/a-/AFdZucrsYDMMrzR--6ojihhuWhFF_EbTyZTGhk5W0SPV,Thats good,5,0,,9/2/22 18:30,,,thats good,60,0,60,0,60
3826,b6c779ca-b7f2-436b-9b30-a0c4aa596673,Dorothy Logan,https://play-lh.googleusercontent.com/a/AItbvmmAc27BW05TZ-WlO52LiZH3b9CnjCU7296WJepk=mo,Fd king ho and his toiletings 836story,5,0,,9/2/22 18:28,,,fd king ho and his toiletings 836story,0,0,0,0,0
3827,7afba725-ece5-427a-a4d0-853c30707c24,Francois Prins,https://play-lh.googleusercontent.com/a-/AFdZuco_MosTt9e6FuUmskzA2NypFxYFgPKauN5SBYfD,Very entertaining...Easy access...no buffering...love the new releases..,5,0,,9/2/22 18:22,,,very entertaining easy access no buffering love the new releases,60,-70,60,-70,-5
3828,3ffeae2d-b5ef-43b0-9874-17890a1d1430,wwejonah 937,https://play-lh.googleusercontent.com/a-/AFdZucqBLjYeVO1XZqx-Mdw0ZoO96cEwXy20Dn7WM14OEA,great!,5,0,8.35.0 build 19 50257,9/2/22 18:07,,,great,80,0,80,0,80
3829,3a2f7972-dfa4-4763-8ad0-4c4af4bf164f,Adebowale Tiana,https://play-lh.googleusercontent.com/a/AItbvml3xMHxoZqb8c0fBjGTHKmm2gMVBb15WUCH09Je=mo,It's cool 😎,5,0,8.15.0 build 7 40137,9/2/22 18:01,,,it's cool,0,0,0,0,0
3830,830290be-eff3-4a3e-813e-be32de317911,Constanza Henríquez,https://play-lh.googleusercontent.com/a-/AFdZucquTEuiRWS8Z74vVuPRB_sM012teiN1cv1VhUzvyQ,"La actualización del servicio en sí es pésima. No importa si ya verifiqué el dispositivo, no me deja reproducir nada, cada vez se vuelve un mayor desperdicio de plata.",1,0,7.100.0 build 11 35439,9/2/22 17:57,,,la actualizaci n del servicio en s es p sima no importa si ya verifiqu el dispositivo no me deja reproducir nada cada vez se vuelve un mayor desperdicio de plata,0,0,0,0,0
3831,b2f09ec1-de41-400d-a107-32f9b60a3c1a,Jesus Jumelly,https://play-lh.googleusercontent.com/a/AItbvmkPfEYlFEFz38FWm5Yxv-yPCJJJsM3yh2N0DPBi=mo,Ca,1,0,,9/2/22 17:55,,,ca,0,0,0,0,0
3832,3fb78993-c6b0-42e9-86c2-6cfa34729b7a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sooooooooooooooooooo goooooooodddddd,5,0,8.37.0 build 13 50262,9/2/22 17:51,,,sooooooooooooooooooo goooooooodddddd,0,0,0,0,0
3833,06e54733-39f5-41ed-9009-676db565d659,ujitha perera,https://play-lh.googleusercontent.com/a-/AFdZucrJWnG_i7tccP2PiCwTsROJ1IPsbA9X53m-KcVD,Great,5,0,8.27.0 build 5 40228,9/2/22 17:50,,,great,80,0,80,0,80
3834,6c17b67c-b1c9-4020-a16a-af9102f731e4,Marykris Bodoso,https://play-lh.googleusercontent.com/a-/AFdZucp13wfF6PQ0NjEZ81A9mxrkLSHP0CBrdwXs16JI,Good for watching the movie and the movie is not short this is full movie in netflix,5,0,,9/2/22 17:48,,,good for watching the movie and the movie is not short this is full movie in netflix,60,0,60,0,60
3835,bbb112a5-a407-4c50-97c5-280870c816ca,Adwoa Fairy,https://play-lh.googleusercontent.com/a/AItbvmkRJKIg7WqsZi9N7Q9qxCRIpLShIXERD3CP23X_=mo,Great,5,0,8.21.1 build 12 40185,9/2/22 17:29,,,great,80,0,80,0,80
3836,8d90b062-3758-40d8-be04-887db23dbf76,Jake Pineyro,https://play-lh.googleusercontent.com/a/AItbvml3Ghntj0czLJ5kkMjfNRpWHLj347sU0r-eSgWw=mo,The best app in the world the movies and the logo are the best.,5,0,8.37.0 build 13 50262,9/2/22 17:28,,,the best app in the world the movies and the logo are the best,180,0,90,0,90
3837,edc9a39e-ab56-4a8b-b518-931cad75bc40,Okoli Blessingchisom,https://play-lh.googleusercontent.com/a-/AFdZucrQb_gIphQHWzwD8zeBxGy3oYidJjRpkCgEr-70,It's a very nice app but their charges on data is too high.,5,0,8.27.0 build 5 40228,9/2/22 17:27,,,it's a very nice app but their charges on data is too high,40,0,40,0,40
3838,7fed1e93-e2cd-4536-a193-30cb78ada0e3,Thanh Vu Tran,https://play-lh.googleusercontent.com/a/AItbvmn_PY0AVSZAOWF5F8C_DBT5UftlL_JV6dx4kpNOoQ=mo,"Very good but not compatible flying mouse, pls fixe.",4,0,8.35.0 build 19 50257,9/2/22 17:19,,,very good but not compatible flying mouse pls fixe,96,0,96,0,96
